healpix,GGDrlen,GGDalpha,GGDbeta
10743,7009.80933563684,2.09916354677529,0.611650390851286
10744,6909.4618404641,2.17722163095198,0.403178925710888
10745,3359.49695821813,1.25670729363039,0.647797704949241
10746,6629.6009109213,1.8990272230089,0.49500672661546
10747,6658.14027836369,1.92611719405672,0.428615985762974
10748,7078.51890573912,2.33011119994772,0.326656144112997
10749,7101.71884649227,2.18948671424117,0.454496210378644
10750,8178.77376884316,2.73864405363062,0.314819998373422
10751,7581.01287417298,2.34134074268293,0.386049375278447
10752,1061.2553762211,0.804717328018847,2.3191431585562
10753,57.2600967473465,0.511601996253251,3.72383821903707
10754,543.424900002675,0.783878623801077,3.118670680693
10755,1519.55576074635,1.15972783662138,2.58711611772527
10756,603.314306087859,0.89750448585889,3.06255391937925
10757,2573.17168910572,1.31616996635459,1.90400431323102
10758,3664.45580524115,1.5864976673209,1.75392198483912
10759,4567.679258231,1.798886906858,1.56606194971551
10760,2032.90348753538,1.26854770870186,2.27807197735295
10761,3788.60465269373,1.65298290572568,1.76296792216015
10762,2171.31980236259,1.26562679203273,2.16000949237852
10763,4057.48027631251,1.72873998908947,1.51581746244956
10764,4797.34951224097,1.89018123821683,1.44046120703555
10765,4234.07944405254,1.71363138312703,1.46295401198604
10766,3969.69378498552,1.6851787310392,1.44732487118934
10767,3045.28876093455,1.41734337911378,1.52073434539434
10768,4722.82614550729,1.86917343102326,1.48863275052397
10769,3852.74749246285,1.60950342545541,1.52738877311286
10770,3790.3215310603,1.58655742641267,1.56359188026298
10771,2788.20388273665,1.35579238829914,1.61202205059819
10772,3366.19679281542,1.49086340864988,1.53734983165233
10773,2745.37011374316,1.32367738612185,1.61448777859982
10774,2379.37429272317,1.23734027696959,1.63651773535049
10775,1748.68608176665,1.07612995075184,1.70492651819412
10776,3026.8728548594,1.3963327022694,1.56085504078013
10777,2001.36705628811,1.14582685056786,1.70773706368583
10778,2065.48106891507,1.16248892892634,1.64970497042635
10779,1484.06602673506,1.00896838339002,1.67273688439207
10780,1603.15202990172,1.0345204021451,1.68205976393571
10781,1215.29196790278,0.928284003366705,1.68622819498712
10782,1035.22391934778,0.882664978438576,1.72938098908213
10783,788.608810124301,0.800048798673616,1.72648705901258
10784,4519.14834654024,1.86730268494856,1.44740550666104
10785,3801.20697765783,1.67921185572071,1.39068406777772
10786,4088.90920985559,1.71302963658404,1.49372151040083
10787,2929.41838996281,1.40739317323172,1.56651665151545
10788,3045.28520630089,1.44376293676807,1.50473378198443
10789,2012.63714923093,1.16234114959907,1.64697981609489
10790,1970.37231878353,1.14261403951164,1.64796225364177
10791,1100.31284061291,0.916157008179989,1.8274594539226
10792,3088.29616332826,1.43349555795369,1.57611655963071
10793,1871.487423515,1.12086007560038,1.72305944328181
10794,2107.40886075695,1.18291452859462,1.65818271140435
10795,1185.70623513331,0.945090132548956,1.79940289524567
10796,1143.24548065809,0.929518421039754,1.80488030911403
10797,595.906942084889,0.770704119939402,1.97665123952787
10798,572.394915786025,0.76827532564986,2.00682614357082
10799,418.578662391383,0.707784676269104,1.98193638230125
10800,1362.56139496515,0.990763712629159,1.71908285821628
10801,764.966427832565,0.812361334562409,1.85269419578891
10802,740.238549977229,0.813608957446029,1.86254515456561
10803,513.513997707978,0.733188656035736,1.89049981931364
10804,675.624802709699,0.774842428971045,1.76625063750532
10805,534.464401544272,0.720444506757509,1.74720133243154
10806,405.4424947852,0.687977441466607,1.87293886276152
